2024-02-16 16:06:44,833 [INFO] The choosen switches number is 4 and the network link capacity is 10 Mbps
2024-02-16 16:06:44,833 [INFO] LinkCap in Bytes: 1250000B
2024-02-16 16:06:44,833 [DEBUG] PPS: 312.500000
2024-02-16 16:06:44,833 [INFO] Creating links..
2024-02-16 16:06:44,833 [INFO] ..links creation done!Links created are:
2024-02-16 16:06:44,833 [INFO] 1: {'endpoints': ['switch1', 'switch2'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,833 [INFO] 2: {'endpoints': ['switch1', 'switch3'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,848 [INFO] 3: {'endpoints': ['switch1', 'switch4'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,848 [INFO] 4: {'endpoints': ['switch2', 'switch3'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,848 [INFO] 5: {'endpoints': ['switch2', 'switch4'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,851 [INFO] 6: {'endpoints': ['switch3', 'switch4'], 'capacity': 10, 'trafficPerc': 0}
2024-02-16 16:06:44,851 [INFO] Creating packets.yaml file structure..
2024-02-16 16:06:44,852 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 0, trafficPerc: 0
2024-02-16 16:06:45,138 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 34, trafficPerc: 10
2024-02-16 16:06:45,139 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 34, trafficPerc: 50
2024-02-16 16:06:45,143 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 35, trafficPerc: 30
2024-02-16 16:06:45,144 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 35, trafficPerc: 90
2024-02-16 16:06:45,145 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 35, trafficPerc: 50
2024-02-16 16:06:45,145 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 35, trafficPerc: 40
2024-02-16 16:06:45,146 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 35, trafficPerc: 20
2024-02-16 16:06:45,146 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 35, trafficPerc: 60
2024-02-16 16:06:45,152 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 36, trafficPerc: 20
2024-02-16 16:06:45,154 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 36, trafficPerc: 100
2024-02-16 16:06:45,154 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 36, trafficPerc: 60
2024-02-16 16:06:45,155 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 36, trafficPerc: 30
2024-02-16 16:06:45,156 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 36, trafficPerc: 30
2024-02-16 16:06:45,156 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 36, trafficPerc: 70
2024-02-16 16:06:45,162 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 37, trafficPerc: 30
2024-02-16 16:06:45,163 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 37, trafficPerc: 100
2024-02-16 16:06:45,164 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 37, trafficPerc: 50
2024-02-16 16:06:45,165 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 37, trafficPerc: 40
2024-02-16 16:06:45,165 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 37, trafficPerc: 20
2024-02-16 16:06:45,166 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 37, trafficPerc: 60
2024-02-16 16:06:45,169 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 38, trafficPerc: 20
2024-02-16 16:06:45,170 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 38, trafficPerc: 100
2024-02-16 16:06:45,182 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 38, trafficPerc: 60
2024-02-16 16:06:45,182 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 38, trafficPerc: 50
2024-02-16 16:06:45,182 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 38, trafficPerc: 30
2024-02-16 16:06:45,182 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 38, trafficPerc: 50
2024-02-16 16:06:45,194 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 39, trafficPerc: 30
2024-02-16 16:06:45,195 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 39, trafficPerc: 100
2024-02-16 16:06:45,196 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 39, trafficPerc: 50
2024-02-16 16:06:45,197 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 39, trafficPerc: 40
2024-02-16 16:06:45,197 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 39, trafficPerc: 40
2024-02-16 16:06:45,198 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 39, trafficPerc: 60
2024-02-16 16:06:45,204 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 40, trafficPerc: 40
2024-02-16 16:06:45,204 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 40, trafficPerc: 90
2024-02-16 16:06:45,205 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 40, trafficPerc: 40
2024-02-16 16:06:45,206 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 40, trafficPerc: 50
2024-02-16 16:06:45,206 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 40, trafficPerc: 50
2024-02-16 16:06:45,207 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 40, trafficPerc: 50
2024-02-16 16:06:45,212 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 41, trafficPerc: 30
2024-02-16 16:06:45,214 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 41, trafficPerc: 100
2024-02-16 16:06:45,214 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 41, trafficPerc: 30
2024-02-16 16:06:45,215 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 41, trafficPerc: 40
2024-02-16 16:06:45,215 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 41, trafficPerc: 60
2024-02-16 16:06:45,216 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 41, trafficPerc: 60
2024-02-16 16:06:45,219 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 42, trafficPerc: 40
2024-02-16 16:06:45,220 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 42, trafficPerc: 100
2024-02-16 16:06:45,221 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 42, trafficPerc: 20
2024-02-16 16:06:45,221 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 42, trafficPerc: 50
2024-02-16 16:06:45,222 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 42, trafficPerc: 70
2024-02-16 16:06:45,222 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 42, trafficPerc: 70
2024-02-16 16:06:45,229 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 43, trafficPerc: 50
2024-02-16 16:06:45,229 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 43, trafficPerc: 100
2024-02-16 16:06:45,230 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 43, trafficPerc: 10
2024-02-16 16:06:45,230 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 43, trafficPerc: 40
2024-02-16 16:06:45,231 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 43, trafficPerc: 80
2024-02-16 16:06:45,232 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 43, trafficPerc: 80
2024-02-16 16:06:45,239 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 44, trafficPerc: 60
2024-02-16 16:06:45,241 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 44, trafficPerc: 90
2024-02-16 16:06:45,242 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 44, trafficPerc: 0
2024-02-16 16:06:45,243 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 44, trafficPerc: 50
2024-02-16 16:06:45,244 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 44, trafficPerc: 90
2024-02-16 16:06:45,245 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 44, trafficPerc: 90
2024-02-16 16:06:45,247 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 45, trafficPerc: 50
2024-02-16 16:06:45,247 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 45, trafficPerc: 100
2024-02-16 16:06:45,247 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 45, trafficPerc: 0
2024-02-16 16:06:45,247 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 45, trafficPerc: 60
2024-02-16 16:06:45,257 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 45, trafficPerc: 80
2024-02-16 16:06:45,258 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 45, trafficPerc: 80
2024-02-16 16:06:45,265 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 46, trafficPerc: 60
2024-02-16 16:06:45,266 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 46, trafficPerc: 100
2024-02-16 16:06:45,267 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 46, trafficPerc: 0
2024-02-16 16:06:45,268 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 46, trafficPerc: 50
2024-02-16 16:06:45,268 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 46, trafficPerc: 70
2024-02-16 16:06:45,269 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 46, trafficPerc: 90
2024-02-16 16:06:45,275 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 47, trafficPerc: 70
2024-02-16 16:06:45,276 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 47, trafficPerc: 90
2024-02-16 16:06:45,277 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 47, trafficPerc: 0
2024-02-16 16:06:45,277 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 47, trafficPerc: 40
2024-02-16 16:06:45,278 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 47, trafficPerc: 80
2024-02-16 16:06:45,279 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 47, trafficPerc: 80
2024-02-16 16:06:45,285 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 48, trafficPerc: 60
2024-02-16 16:06:45,286 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 48, trafficPerc: 80
2024-02-16 16:06:45,287 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 48, trafficPerc: 10
2024-02-16 16:06:45,288 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 48, trafficPerc: 50
2024-02-16 16:06:45,288 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 48, trafficPerc: 70
2024-02-16 16:06:45,290 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 48, trafficPerc: 70
2024-02-16 16:06:45,296 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 49, trafficPerc: 70
2024-02-16 16:06:45,297 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 49, trafficPerc: 90
2024-02-16 16:06:45,298 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 49, trafficPerc: 0
2024-02-16 16:06:45,298 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 49, trafficPerc: 40
2024-02-16 16:06:45,299 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 49, trafficPerc: 60
2024-02-16 16:06:45,299 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 49, trafficPerc: 80
2024-02-16 16:06:45,303 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 50, trafficPerc: 80
2024-02-16 16:06:45,305 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 50, trafficPerc: 80
2024-02-16 16:06:45,306 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 50, trafficPerc: 10
2024-02-16 16:06:45,306 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 50, trafficPerc: 50
2024-02-16 16:06:45,307 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 50, trafficPerc: 50
2024-02-16 16:06:45,308 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 50, trafficPerc: 90
2024-02-16 16:06:45,319 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 51, trafficPerc: 90
2024-02-16 16:06:45,320 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 51, trafficPerc: 70
2024-02-16 16:06:45,323 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 51, trafficPerc: 0
2024-02-16 16:06:45,323 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 51, trafficPerc: 40
2024-02-16 16:06:45,323 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 51, trafficPerc: 60
2024-02-16 16:06:45,323 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 51, trafficPerc: 100
2024-02-16 16:06:45,333 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 52, trafficPerc: 100
2024-02-16 16:06:45,333 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 52, trafficPerc: 80
2024-02-16 16:06:45,334 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 52, trafficPerc: 0
2024-02-16 16:06:45,335 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 52, trafficPerc: 50
2024-02-16 16:06:45,335 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 52, trafficPerc: 50
2024-02-16 16:06:45,336 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 52, trafficPerc: 100
2024-02-16 16:06:45,343 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 53, trafficPerc: 90
2024-02-16 16:06:45,343 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 53, trafficPerc: 70
2024-02-16 16:06:45,344 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 53, trafficPerc: 10
2024-02-16 16:06:45,345 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 53, trafficPerc: 60
2024-02-16 16:06:45,345 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 53, trafficPerc: 60
2024-02-16 16:06:45,346 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 53, trafficPerc: 100
2024-02-16 16:06:45,350 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 54, trafficPerc: 80
2024-02-16 16:06:45,350 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 54, trafficPerc: 60
2024-02-16 16:06:45,351 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 54, trafficPerc: 20
2024-02-16 16:06:45,352 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 54, trafficPerc: 50
2024-02-16 16:06:45,353 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 54, trafficPerc: 50
2024-02-16 16:06:45,354 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 54, trafficPerc: 90
2024-02-16 16:06:45,360 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 55, trafficPerc: 70
2024-02-16 16:06:45,361 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 55, trafficPerc: 50
2024-02-16 16:06:45,362 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 55, trafficPerc: 30
2024-02-16 16:06:45,362 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 55, trafficPerc: 40
2024-02-16 16:06:45,363 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 55, trafficPerc: 60
2024-02-16 16:06:45,364 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 55, trafficPerc: 80
2024-02-16 16:06:45,370 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 56, trafficPerc: 60
2024-02-16 16:06:45,371 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 56, trafficPerc: 60
2024-02-16 16:06:45,372 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 56, trafficPerc: 40
2024-02-16 16:06:45,372 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 56, trafficPerc: 30
2024-02-16 16:06:45,373 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 56, trafficPerc: 70
2024-02-16 16:06:45,374 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 56, trafficPerc: 90
2024-02-16 16:06:45,380 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 57, trafficPerc: 50
2024-02-16 16:06:45,380 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 57, trafficPerc: 50
2024-02-16 16:06:45,382 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 57, trafficPerc: 50
2024-02-16 16:06:45,382 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 57, trafficPerc: 40
2024-02-16 16:06:45,383 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 57, trafficPerc: 60
2024-02-16 16:06:45,384 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 57, trafficPerc: 80
2024-02-16 16:06:45,394 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 58, trafficPerc: 60
2024-02-16 16:06:45,396 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 58, trafficPerc: 40
2024-02-16 16:06:45,396 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 58, trafficPerc: 60
2024-02-16 16:06:45,396 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 58, trafficPerc: 30
2024-02-16 16:06:45,396 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 58, trafficPerc: 70
2024-02-16 16:06:45,396 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 58, trafficPerc: 90
2024-02-16 16:06:45,409 [INFO] Link: 1, endpoints: ['switch1', 'switch2'], sim second: 59, trafficPerc: 50
2024-02-16 16:06:45,410 [INFO] Link: 2, endpoints: ['switch1', 'switch3'], sim second: 59, trafficPerc: 30
2024-02-16 16:06:45,411 [INFO] Link: 3, endpoints: ['switch1', 'switch4'], sim second: 59, trafficPerc: 50
2024-02-16 16:06:45,411 [INFO] Link: 4, endpoints: ['switch2', 'switch3'], sim second: 59, trafficPerc: 40
2024-02-16 16:06:45,412 [INFO] Link: 5, endpoints: ['switch2', 'switch4'], sim second: 59, trafficPerc: 60
2024-02-16 16:06:45,413 [INFO] Link: 6, endpoints: ['switch3', 'switch4'], sim second: 59, trafficPerc: 100
2024-02-16 16:06:45,416 [INFO] ..packets.yaml file structure done!
2024-02-16 16:06:45,416 [INFO] Writing packets.yaml file..
2024-02-16 16:07:00,302 [INFO] ..packets file creation done!
2024-02-16 16:07:00,304 [INFO] Creating network.yaml file structure..
2024-02-16 16:07:00,304 [INFO] Switches created:
2024-02-16 16:07:00,304 [INFO] {'switchName': 'switch1', 'address': '10.0.0.1'}
2024-02-16 16:07:00,304 [INFO] {'switchName': 'switch2', 'address': '10.0.0.2'}
2024-02-16 16:07:00,304 [INFO] {'switchName': 'switch3', 'address': '10.0.0.3'}
2024-02-16 16:07:00,304 [INFO] {'switchName': 'switch4', 'address': '10.0.0.4'}
2024-02-16 16:07:00,304 [INFO] ..network.yaml file structure done!
2024-02-16 16:07:00,304 [INFO] Writing network.yaml file..
2024-02-16 16:07:00,304 [INFO] ..network.yaml file creation done!
